,well,compound,concentration,gene,group,AUC,file
1,B1,Cinobufagin,0.05,Bul_1,DRcurve,5826.906774,Data 05-10-24 1.txt
2,B2,Cinobufagin,0.05,Bul_1,DRcurve,8084.707588,Data 05-10-24 1.txt
3,B3,Cinobufagin,0.05,Bul_1,DRcurve,6469.159546,Data 05-10-24 1.txt
4,B4,Cinobufagin,0.05,Bul_1,DRcurve,7186.723972,Data 05-10-24 1.txt
5,B5,Cinobufagin,0.05,Bul_1,DRcurve,7639.642628,Data 05-10-24 1.txt
6,B6,Cinobufagin,0.05,Bul_1,DRcurve,6622.069915,Data 05-10-24 1.txt
7,C1,Cinobufagin,0.025,Bul_1,DRcurve,6807.27813,Data 05-10-24 1.txt
8,C2,Cinobufagin,0.025,Bul_1,DRcurve,6652.003144,Data 05-10-24 1.txt
9,C3,Cinobufagin,0.025,Bul_1,DRcurve,5709.452549,Data 05-10-24 1.txt
10,C4,Cinobufagin,0.025,Bul_1,DRcurve,6094.18516,Data 05-10-24 1.txt
11,C5,Cinobufagin,0.025,Bul_1,DRcurve,4825.456438,Data 05-10-24 1.txt
12,C6,Cinobufagin,0.025,Bul_1,DRcurve,4736.749556,Data 05-10-24 1.txt
13,D1,Cinobufagin,0.0125,Bul_1,DRcurve,5281.638922,Data 05-10-24 1.txt
14,D2,Cinobufagin,0.0125,Bul_1,DRcurve,5851.526412,Data 05-10-24 1.txt
15,D3,Cinobufagin,0.0125,Bul_1,DRcurve,4079.892056,Data 05-10-24 1.txt
16,D4,Cinobufagin,0.0125,Bul_1,DRcurve,5314.496838,Data 05-10-24 1.txt
17,D5,Cinobufagin,0.0125,Bul_1,DRcurve,6934.1796,Data 05-10-24 1.txt
18,D6,Cinobufagin,0.0125,Bul_1,DRcurve,3544.711145,Data 05-10-24 1.txt
19,E1,Cinobufagin,0.00625,Bul_1,DRcurve,5832.212459,Data 05-10-24 1.txt
20,E2,Cinobufagin,0.00625,Bul_1,DRcurve,4819.952523,Data 05-10-24 1.txt
21,E3,Cinobufagin,0.00625,Bul_1,DRcurve,4564.289117,Data 05-10-24 1.txt
22,E4,Cinobufagin,0.00625,Bul_1,DRcurve,4174.206646,Data 05-10-24 1.txt
23,E5,Cinobufagin,0.00625,Bul_1,DRcurve,3455.688075,Data 05-10-24 1.txt
24,E6,Cinobufagin,0.00625,Bul_1,DRcurve,3333.931246,Data 05-10-24 1.txt
25,F1,Cinobufagin,0.003125,Bul_1,DRcurve,5892.545708,Data 05-10-24 1.txt
26,F2,Cinobufagin,0.003125,Bul_1,DRcurve,5247.644833,Data 05-10-24 1.txt
27,F3,Cinobufagin,0.003125,Bul_1,DRcurve,3881.880266,Data 05-10-24 1.txt
28,F4,Cinobufagin,0.003125,Bul_1,DRcurve,4934.383624,Data 05-10-24 1.txt
29,F5,Cinobufagin,0.003125,Bul_1,DRcurve,3771.645312,Data 05-10-24 1.txt
30,F6,Cinobufagin,0.003125,Bul_1,DRcurve,4517.34864,Data 05-10-24 1.txt
31,G1,Cinobufagin,0.0015625,Bul_1,DRcurve,6051.132099,Data 05-10-24 1.txt
32,G2,Cinobufagin,0.0015625,Bul_1,DRcurve,4695.658449,Data 05-10-24 1.txt
33,G3,Cinobufagin,0.0015625,Bul_1,DRcurve,3615.271912,Data 05-10-24 1.txt
34,G4,Cinobufagin,0.0015625,Bul_1,DRcurve,5413.336896,Data 05-10-24 1.txt
35,G5,Cinobufagin,0.0015625,Bul_1,DRcurve,3493.313959,Data 05-10-24 1.txt
36,G6,Cinobufagin,0.0015625,Bul_1,DRcurve,3802.416883,Data 05-10-24 1.txt
37,H1,Cinobufagin,0.000195313,Bul_1,DRcurve,4792.50689,Data 05-10-24 1.txt
38,H2,Cinobufagin,0.000195313,Bul_1,DRcurve,3241.479635,Data 05-10-24 1.txt
39,H3,Cinobufagin,0.000195313,Bul_1,DRcurve,4173.447273,Data 05-10-24 1.txt
40,H4,Cinobufagin,0.000195313,Bul_1,DRcurve,3666.931771,Data 05-10-24 1.txt
41,H5,Cinobufagin,0.000195313,Bul_1,DRcurve,2818.050858,Data 05-10-24 1.txt
42,H6,Cinobufagin,0.000195313,Bul_1,DRcurve,3085.473606,Data 05-10-24 1.txt
43,B10,AflatoxinB1,0.05,Can_4,DRcurve,7287.518349,Data 05-16-24 1.txt
44,B11,AflatoxinB1,0.05,Can_4,DRcurve,9771.222735,Data 05-16-24 1.txt
45,B12,AflatoxinB1,0.05,Can_4,DRcurve,4797.322203,Data 05-16-24 1.txt
46,B7,AflatoxinB1,0.05,Can_4,DRcurve,6704.886876,Data 05-16-24 1.txt
47,B8,AflatoxinB1,0.05,Can_4,DRcurve,8837.177594,Data 05-16-24 1.txt
48,B9,AflatoxinB1,0.05,Can_4,DRcurve,8065.864914,Data 05-16-24 1.txt
49,C10,AflatoxinB1,0.025,Can_4,DRcurve,7230.166645,Data 05-16-24 1.txt
50,C11,AflatoxinB1,0.025,Can_4,DRcurve,7195.230914,Data 05-16-24 1.txt
51,C12,AflatoxinB1,0.025,Can_4,DRcurve,4759.646549,Data 05-16-24 1.txt
52,C7,AflatoxinB1,0.025,Can_4,DRcurve,5146.658924,Data 05-16-24 1.txt
53,C8,AflatoxinB1,0.025,Can_4,DRcurve,6227.686615,Data 05-16-24 1.txt
54,C9,AflatoxinB1,0.025,Can_4,DRcurve,8253.255567,Data 05-16-24 1.txt
55,D10,AflatoxinB1,0.0125,Can_4,DRcurve,5593.222523,Data 05-16-24 1.txt
56,D11,AflatoxinB1,0.0125,Can_4,DRcurve,5825.094286,Data 05-16-24 1.txt
57,D12,AflatoxinB1,0.0125,Can_4,DRcurve,4828.991453,Data 05-16-24 1.txt
58,D7,AflatoxinB1,0.0125,Can_4,DRcurve,6199.501741,Data 05-16-24 1.txt
59,D8,AflatoxinB1,0.0125,Can_4,DRcurve,5794.144947,Data 05-16-24 1.txt
60,D9,AflatoxinB1,0.0125,Can_4,DRcurve,5731.974576,Data 05-16-24 1.txt
61,E10,AflatoxinB1,0.00625,Can_4,DRcurve,5828.46602,Data 05-16-24 1.txt
62,E11,AflatoxinB1,0.00625,Can_4,DRcurve,4466.72635,Data 05-16-24 1.txt
63,E12,AflatoxinB1,0.00625,Can_4,DRcurve,4499.331312,Data 05-16-24 1.txt
64,E7,AflatoxinB1,0.00625,Can_4,DRcurve,5739.877232,Data 05-16-24 1.txt
65,E8,AflatoxinB1,0.00625,Can_4,DRcurve,6397.439699,Data 05-16-24 1.txt
66,E9,AflatoxinB1,0.00625,Can_4,DRcurve,5923.132053,Data 05-16-24 1.txt
67,F10,AflatoxinB1,0.003125,Can_4,DRcurve,5191.324795,Data 05-16-24 1.txt
68,F11,AflatoxinB1,0.003125,Can_4,DRcurve,6111.693819,Data 05-16-24 1.txt
69,F12,AflatoxinB1,0.003125,Can_4,DRcurve,4041.392977,Data 05-16-24 1.txt
70,F7,AflatoxinB1,0.003125,Can_4,DRcurve,4589.396432,Data 05-16-24 1.txt
71,F8,AflatoxinB1,0.003125,Can_4,DRcurve,6176.749427,Data 05-16-24 1.txt
72,F9,AflatoxinB1,0.003125,Can_4,DRcurve,6618.155198,Data 05-16-24 1.txt
73,G10,AflatoxinB1,0.0015625,Can_4,DRcurve,5462.989052,Data 05-16-24 1.txt
74,G11,AflatoxinB1,0.0015625,Can_4,DRcurve,4618.695916,Data 05-16-24 1.txt
75,G12,AflatoxinB1,0.0015625,Can_4,DRcurve,3733.568537,Data 05-16-24 1.txt
76,G7,AflatoxinB1,0.0015625,Can_4,DRcurve,3884.411872,Data 05-16-24 1.txt
77,G8,AflatoxinB1,0.0015625,Can_4,DRcurve,4640.32781,Data 05-16-24 1.txt
78,G9,AflatoxinB1,0.0015625,Can_4,DRcurve,5881.958248,Data 05-16-24 1.txt
79,H10,AflatoxinB1,0.000195313,Can_4,DRcurve,4116.178592,Data 05-16-24 1.txt
80,H11,AflatoxinB1,0.000195313,Can_4,DRcurve,5063.96842,Data 05-16-24 1.txt
81,H12,AflatoxinB1,0.000195313,Can_4,DRcurve,3484.191855,Data 05-16-24 1.txt
82,H7,AflatoxinB1,0.000195313,Can_4,DRcurve,5964.930844,Data 05-16-24 1.txt
83,H8,AflatoxinB1,0.000195313,Can_4,DRcurve,4657.2261,Data 05-16-24 1.txt
84,H9,AflatoxinB1,0.000195313,Can_4,DRcurve,5587.725958,Data 05-16-24 1.txt
85,B4,Marinobufagenin,0.05,Can_1,DRcurve,8012.241655,Data 10-17-23 2.txt
86,B5,Marinobufagenin,0.05,Can_1,DRcurve,7229.724342,Data 10-17-23 2.txt
87,B6,Marinobufagenin,0.05,Can_1,DRcurve,7947.524261,Data 10-17-23 2.txt
88,C4,Marinobufagenin,0.025,Can_1,DRcurve,8139.123506,Data 10-17-23 2.txt
89,C5,Marinobufagenin,0.025,Can_1,DRcurve,6649.920268,Data 10-17-23 2.txt
90,C6,Marinobufagenin,0.025,Can_1,DRcurve,6231.79113,Data 10-17-23 2.txt
91,D4,Marinobufagenin,0.0125,Can_1,DRcurve,5467.299863,Data 10-17-23 2.txt
92,D5,Marinobufagenin,0.0125,Can_1,DRcurve,5736.944683,Data 10-17-23 2.txt
93,D6,Marinobufagenin,0.0125,Can_1,DRcurve,4942.265551,Data 10-17-23 2.txt
94,E4,Marinobufagenin,0.00625,Can_1,DRcurve,4305.278504,Data 10-17-23 2.txt
95,E5,Marinobufagenin,0.00625,Can_1,DRcurve,4408.82056,Data 10-17-23 2.txt
96,E6,Marinobufagenin,0.00625,Can_1,DRcurve,4136.770575,Data 10-17-23 2.txt
97,F4,Marinobufagenin,0.003125,Can_1,DRcurve,3181.328031,Data 10-17-23 2.txt
98,F5,Marinobufagenin,0.003125,Can_1,DRcurve,3492.755873,Data 10-17-23 2.txt
99,F6,Marinobufagenin,0.003125,Can_1,DRcurve,3142.616065,Data 10-17-23 2.txt
100,G4,Marinobufagenin,0.0015625,Can_1,DRcurve,2773.302031,Data 10-17-23 2.txt
101,G5,Marinobufagenin,0.0015625,Can_1,DRcurve,2040.837237,Data 10-17-23 2.txt
102,G6,Marinobufagenin,0.0015625,Can_1,DRcurve,2747.848262,Data 10-17-23 2.txt
103,H4,Marinobufagenin,0.000195313,Can_1,DRcurve,2372.205822,Data 10-17-23 2.txt
104,H5,Marinobufagenin,0.000195313,Can_1,DRcurve,1706.319617,Data 10-17-23 2.txt
105,H6,Marinobufagenin,0.000195313,Can_1,DRcurve,2429.290391,Data 10-17-23 2.txt
106,B1,Cinobufagin,0.05,Can_3,DRcurve,37231.1699,Data 10-20-23 1.txt
107,B2,Cinobufagin,0.05,Can_3,DRcurve,39809.36514,Data 10-20-23 1.txt
108,B3,Cinobufagin,0.05,Can_3,DRcurve,37851.65279,Data 10-20-23 1.txt
109,B5,Marinobufagenin,0.05,Can_3,DRcurve,4558.977211,Data 10-20-23 1.txt
110,B6,Marinobufagenin,0.05,Can_3,DRcurve,5380.179897,Data 10-20-23 1.txt
111,B7,Marinobufagenin,0.05,Can_3,DRcurve,4799.245053,Data 10-20-23 1.txt
112,C1,Cinobufagin,0.025,Can_3,DRcurve,18461.1255,Data 10-20-23 1.txt
113,C2,Cinobufagin,0.025,Can_3,DRcurve,17275.01583,Data 10-20-23 1.txt
114,C3,Cinobufagin,0.025,Can_3,DRcurve,17809.16275,Data 10-20-23 1.txt
115,C5,Marinobufagenin,0.025,Can_3,DRcurve,4369.074345,Data 10-20-23 1.txt
116,C6,Marinobufagenin,0.025,Can_3,DRcurve,3926.090482,Data 10-20-23 1.txt
117,C7,Marinobufagenin,0.025,Can_3,DRcurve,3749.093679,Data 10-20-23 1.txt
118,D1,Cinobufagin,0.0125,Can_3,DRcurve,8134.09788,Data 10-20-23 1.txt
119,D2,Cinobufagin,0.0125,Can_3,DRcurve,7388.895258,Data 10-20-23 1.txt
120,D3,Cinobufagin,0.0125,Can_3,DRcurve,6796.792501,Data 10-20-23 1.txt
121,D5,Marinobufagenin,0.0125,Can_3,DRcurve,2903.867539,Data 10-20-23 1.txt
122,D6,Marinobufagenin,0.0125,Can_3,DRcurve,3443.127787,Data 10-20-23 1.txt
123,D7,Marinobufagenin,0.0125,Can_3,DRcurve,2772.058639,Data 10-20-23 1.txt
124,E1,Cinobufagin,0.00625,Can_3,DRcurve,4087.745487,Data 10-20-23 1.txt
125,E2,Cinobufagin,0.00625,Can_3,DRcurve,3902.743841,Data 10-20-23 1.txt
126,E3,Cinobufagin,0.00625,Can_3,DRcurve,3902.215481,Data 10-20-23 1.txt
127,E5,Marinobufagenin,0.00625,Can_3,DRcurve,3153.099349,Data 10-20-23 1.txt
128,E6,Marinobufagenin,0.00625,Can_3,DRcurve,3187.078427,Data 10-20-23 1.txt
129,E7,Marinobufagenin,0.00625,Can_3,DRcurve,2931.348054,Data 10-20-23 1.txt
130,F1,Cinobufagin,0.003125,Can_3,DRcurve,2599.940303,Data 10-20-23 1.txt
131,F2,Cinobufagin,0.003125,Can_3,DRcurve,2899.87193,Data 10-20-23 1.txt
132,F3,Cinobufagin,0.003125,Can_3,DRcurve,2671.012,Data 10-20-23 1.txt
133,F5,Marinobufagenin,0.003125,Can_3,DRcurve,3004.9842,Data 10-20-23 1.txt
134,F6,Marinobufagenin,0.003125,Can_3,DRcurve,3087.92045,Data 10-20-23 1.txt
135,F7,Marinobufagenin,0.003125,Can_3,DRcurve,2359.66237,Data 10-20-23 1.txt
136,G1,Cinobufagin,0.0015625,Can_3,DRcurve,2649.894616,Data 10-20-23 1.txt
137,G2,Cinobufagin,0.0015625,Can_3,DRcurve,3087.675768,Data 10-20-23 1.txt
138,G3,Cinobufagin,0.0015625,Can_3,DRcurve,2619.246471,Data 10-20-23 1.txt
139,G5,Marinobufagenin,0.0015625,Can_3,DRcurve,2660.424214,Data 10-20-23 1.txt
140,G6,Marinobufagenin,0.0015625,Can_3,DRcurve,2411.930746,Data 10-20-23 1.txt
141,G7,Marinobufagenin,0.0015625,Can_3,DRcurve,1894.945081,Data 10-20-23 1.txt
142,H1,Cinobufagin,0.000195313,Can_3,DRcurve,2597.051183,Data 10-20-23 1.txt
143,H2,Cinobufagin,0.000195313,Can_3,DRcurve,2711.904546,Data 10-20-23 1.txt
144,H3,Cinobufagin,0.000195313,Can_3,DRcurve,2542.741133,Data 10-20-23 1.txt
145,H5,Marinobufagenin,0.000195313,Can_3,DRcurve,2593.240262,Data 10-20-23 1.txt
146,H6,Marinobufagenin,0.000195313,Can_3,DRcurve,2034.885449,Data 10-20-23 1.txt
147,H7,Marinobufagenin,0.000195313,Can_3,DRcurve,1769.084818,Data 10-20-23 1.txt
148,B1,AflatoxinB1,0.05,Axo_1,DRcurve,58742.95654,Data 10-24-23 1.txt
149,B10,AflatoxinB1,0.05,Can_1,DRcurve,14256.8973,Data 10-24-23 1.txt
150,B11,AflatoxinB1,0.05,Can_1,DRcurve,15500.91352,Data 10-24-23 1.txt
151,B12,AflatoxinB1,0.05,Can_1,DRcurve,9593.629593,Data 10-24-23 1.txt
152,B2,AflatoxinB1,0.05,Axo_1,DRcurve,51320.4576,Data 10-24-23 1.txt
153,B3,AflatoxinB1,0.05,Axo_1,DRcurve,43777.43772,Data 10-24-23 1.txt
154,C1,AflatoxinB1,0.025,Axo_1,DRcurve,35405.57134,Data 10-24-23 1.txt
155,C10,AflatoxinB1,0.025,Can_1,DRcurve,10389.83706,Data 10-24-23 1.txt
156,C11,AflatoxinB1,0.025,Can_1,DRcurve,9625.476685,Data 10-24-23 1.txt
157,C12,AflatoxinB1,0.025,Can_1,DRcurve,7505.641562,Data 10-24-23 1.txt
158,C2,AflatoxinB1,0.025,Axo_1,DRcurve,37273.49954,Data 10-24-23 1.txt
159,C3,AflatoxinB1,0.025,Axo_1,DRcurve,33796.77297,Data 10-24-23 1.txt
160,D1,AflatoxinB1,0.0125,Axo_1,DRcurve,26280.82361,Data 10-24-23 1.txt
161,D10,AflatoxinB1,0.0125,Can_1,DRcurve,7044.644912,Data 10-24-23 1.txt
162,D11,AflatoxinB1,0.0125,Can_1,DRcurve,6229.780292,Data 10-24-23 1.txt
163,D12,AflatoxinB1,0.0125,Can_1,DRcurve,4855.168875,Data 10-24-23 1.txt
164,D2,AflatoxinB1,0.0125,Axo_1,DRcurve,24083.88999,Data 10-24-23 1.txt
165,D3,AflatoxinB1,0.0125,Axo_1,DRcurve,15225.94121,Data 10-24-23 1.txt
166,E1,AflatoxinB1,0.00625,Axo_1,DRcurve,14132.48008,Data 10-24-23 1.txt
167,E10,AflatoxinB1,0.00625,Can_1,DRcurve,5631.719302,Data 10-24-23 1.txt
168,E11,AflatoxinB1,0.00625,Can_1,DRcurve,5583.763459,Data 10-24-23 1.txt
169,E12,AflatoxinB1,0.00625,Can_1,DRcurve,3357.168224,Data 10-24-23 1.txt
170,E2,AflatoxinB1,0.00625,Axo_1,DRcurve,18200.6599,Data 10-24-23 1.txt
171,E3,AflatoxinB1,0.00625,Axo_1,DRcurve,12091.23968,Data 10-24-23 1.txt
172,F1,AflatoxinB1,0.003125,Axo_1,DRcurve,14083.65696,Data 10-24-23 1.txt
173,F10,AflatoxinB1,0.003125,Can_1,DRcurve,4660.351284,Data 10-24-23 1.txt
174,F11,AflatoxinB1,0.003125,Can_1,DRcurve,4189.755581,Data 10-24-23 1.txt
175,F12,AflatoxinB1,0.003125,Can_1,DRcurve,2711.640768,Data 10-24-23 1.txt
176,F2,AflatoxinB1,0.003125,Axo_1,DRcurve,4895.277932,Data 10-24-23 1.txt
177,F3,AflatoxinB1,0.003125,Axo_1,DRcurve,17450.1788,Data 10-24-23 1.txt
178,G1,AflatoxinB1,0.0015625,Axo_1,DRcurve,9158.250878,Data 10-24-23 1.txt
179,G10,AflatoxinB1,0.0015625,Can_1,DRcurve,3794.910869,Data 10-24-23 1.txt
180,G11,AflatoxinB1,0.0015625,Can_1,DRcurve,4085.652619,Data 10-24-23 1.txt
181,G12,AflatoxinB1,0.0015625,Can_1,DRcurve,2257.238708,Data 10-24-23 1.txt
182,G2,AflatoxinB1,0.0015625,Axo_1,DRcurve,7198.252289,Data 10-24-23 1.txt
183,G3,AflatoxinB1,0.0015625,Axo_1,DRcurve,11588.65663,Data 10-24-23 1.txt
184,H1,AflatoxinB1,0.000195313,Axo_1,DRcurve,6248.799417,Data 10-24-23 1.txt
185,H10,AflatoxinB1,0.000195313,Can_1,DRcurve,2603.247402,Data 10-24-23 1.txt
186,H11,AflatoxinB1,0.000195313,Can_1,DRcurve,2716.472718,Data 10-24-23 1.txt
187,H12,AflatoxinB1,0.000195313,Can_1,DRcurve,1982.600846,Data 10-24-23 1.txt
188,H2,AflatoxinB1,0.000195313,Axo_1,DRcurve,4549.76775,Data 10-24-23 1.txt
189,H3,AflatoxinB1,0.000195313,Axo_1,DRcurve,4892.507564,Data 10-24-23 1.txt
190,B4,AflatoxinB1,0.05,Xen_6,DRcurve,21601.25225,Data 10-24-23 2.txt
191,B5,AflatoxinB1,0.05,Xen_6,DRcurve,21647.60624,Data 10-24-23 2.txt
192,B6,AflatoxinB1,0.05,Xen_6,DRcurve,23325.52044,Data 10-24-23 2.txt
193,C4,AflatoxinB1,0.025,Xen_6,DRcurve,14077.49925,Data 10-24-23 2.txt
194,C5,AflatoxinB1,0.025,Xen_6,DRcurve,14063.0629,Data 10-24-23 2.txt
195,C6,AflatoxinB1,0.025,Xen_6,DRcurve,11208.88818,Data 10-24-23 2.txt
196,D4,AflatoxinB1,0.0125,Xen_6,DRcurve,7263.509429,Data 10-24-23 2.txt
197,D5,AflatoxinB1,0.0125,Xen_6,DRcurve,6227.995039,Data 10-24-23 2.txt
198,D6,AflatoxinB1,0.0125,Xen_6,DRcurve,6879.019785,Data 10-24-23 2.txt
199,E4,AflatoxinB1,0.00625,Xen_6,DRcurve,5463.911266,Data 10-24-23 2.txt
200,E5,AflatoxinB1,0.00625,Xen_6,DRcurve,3540.493282,Data 10-24-23 2.txt
201,E6,AflatoxinB1,0.00625,Xen_6,DRcurve,3600.969178,Data 10-24-23 2.txt
202,F4,AflatoxinB1,0.003125,Xen_6,DRcurve,4259.44502,Data 10-24-23 2.txt
203,F5,AflatoxinB1,0.003125,Xen_6,DRcurve,2901.50568,Data 10-24-23 2.txt
